,sj_div,bsns_de,account_id,account_nm,label_kor,label_eng,ifrs_ref,data_tp
323,BS1,20180701,dart_NoncurrentNoncashAssetsPledgedAsCollateralForWhichTransfereeHasRightByContractOrCustomToSellOrRepledgeCollateral,NoncurrentNoncashAssetsPledgedAsCollateralForWhichTransfereeHasRightByContractOrCustomToSellOrRepledgeCollateral,양수자가 계약이나 관행에 따라 담보물을 매도하거나 다시 담보로 제공할 권리를 가지고 있는 비유동 비현금담보물,Non-current non-cash assets pledged as collateral for which transferee has right by contract or custom to sell or repledge collateral,K-IFRS 1039 문단 37 (1),X
324,BS1,20180701,dart_OtherNonCurrentAssets,OtherNonCurrentAssets,기타비유동자산,Other non-current assets,K-IFRS 1001 문단 58,X
325,BS1,20180701,ifrs_Assets,Assets,자산총계,Total assets, ,
326,BS1,20180701,ifrs_LiabilitiesAbstract,LiabilitiesAbstract,부채 [abstract],Liabilities [abstract], ,
327,BS1,20180701,ifrs_CurrentLiabilities,CurrentLiabilities,유동부채,Current liabilities,K-IFRS 1001 문단 60,X
328,BS1,20180701,ifrs_TradeAndOtherCurrentPayables,TradeAndOtherCurrentPayables,매입채무 및 기타유동채무,Trade and other current payables,K-IFRS 1001 문단 54 (11),X
329,BS1,20180701,dart_ShortTermTradePayables,ShortTermTradePayables,단기매입채무,Short-term trade Payables,"K-IFRS 1001 문단 54 (11),K-IFRS 1001 문단 58",X
330,BS1,20180701,dart_ShortTermDueToCustomersForContractWork,ShortTermDueToCustomersForContractWork,단기초과청구공사,Short-term due to customers for contract work,"K-IFRS 1001 문단 54 (11),K-IFRS 1001 문단 58",X
331,BS1,20180701,ifrs_CurrentContractLiabilities,CurrentContractLiabilities,유동계약부채,Current contract liabilities,K-IFRS 1115 문단 105,X
332,BS1,20180701,dart_ShortTermOtherPayables,ShortTermOtherPayables,단기미지급금,Short-term other Payables,"K-IFRS 1001 문단 54 (11),K-IFRS 1001 문단 58",X
333,BS1,20180701,ifrs_DividendsPayable,DividendsPayable,미지급배당금,Dividends payable,"K-IFRS 1001 문단 54 (11),K-IFRS 1001 문단 58",X
334,BS1,20180701,dart_ShortTermAccruedExpenses,ShortTermAccruedExpenses,단기미지급비용,Short-term accrued Expenses,"K-IFRS 1001 문단 54 (11),K-IFRS 1001 문단 58",X
335,BS1,20180701,dart_ShortTermGuaranteeDepositRent,ShortTermGuaranteeDepositRent,단기임대보증금,Short-term guarantee deposit rent,"K-IFRS 1001 문단 54 (11),K-IFRS 1001 문단 58",X
336,BS1,20180701,dart_ShortTermOtherGuaranteeDepositReceived,ShortTermOtherGuaranteeDepositReceived,단기기타보증금,Short-term other guarantee deposit received,"K-IFRS 1001 문단 54 (11),K-IFRS 1001 문단 58",X
337,BS1,20180701,dart_ShortTermWithholdings,ShortTermWithholdings,단기예수금,Short-term withholdings,"K-IFRS 1001 문단 54 (11),K-IFRS 1001 문단 58",X
338,BS1,20180701,dart_ShortTermCollectionWithholdings,ShortTermCollectionWithholdings,추심예수금,Short-term collection withholdings,"K-IFRS 1001 문단 54 (11),K-IFRS 1001 문단 58",X
339,BS1,20180701,dart_CurrentValueAddedTaxPayables,CurrentValueAddedTaxPayables,부가가치세예수금,Current value added tax payables,"K-IFRS 1001 문단 54 (11),K-IFRS 1001 문단 58",X
340,BS1,20180701,dart_ShortTermGuaranteeDepositWithholdings,ShortTermGuaranteeDepositWithholdings,단기예수보증금,Short-term guarantee deposit withholdings,"K-IFRS 1001 문단 54 (11),K-IFRS 1001 문단 58",X
341,BS1,20180701,dart_ShortTermAdvancesCustomers,ShortTermAdvancesCustomers,단기선수금,Short-term advances customers,"K-IFRS 1001 문단 54 (11),K-IFRS 1001 문단 58",X
342,BS1,20180701,dart_AdvancesOnConstructionContracts,AdvancesOnConstructionContracts,공사선수금,Advances on construction contracts,"K-IFRS 1001 문단 54 (11),K-IFRS 1001 문단 58",X
343,BS1,20180701,dart_AdvancesFromHouseOfficeSales,AdvancesFromHouseOfficeSales,분양선수금,Advances from house office sales,"K-IFRS 1001 문단 54 (11),K-IFRS 1001 문단 58",X
344,BS1,20180701,dart_ShortTermAdvancesInvestement,ShortTermAdvancesInvestement,투자선수금,Short-term advances investement,"K-IFRS 1001 문단 54 (11),K-IFRS 1001 문단 58",X
345,BS1,20180701,ifrs_DeferredIncomeClassifiedAsCurrent,DeferredIncomeClassifiedAsCurrent,단기이연수익,Deferred income classified as current,"K-IFRS 1001 문단 54 (11),K-IFRS 1001 문단 58",X
346,BS1,20180701,dart_ShortTermIncomeReceivedInAdvance,ShortTermIncomeReceivedInAdvance,단기선수수익,Short-term income received in advance,"K-IFRS 1001 문단 54 (11),K-IFRS 1001 문단 58",X
